cid,formula,smile,fingerprint,topological,weight,heavy_atom,type,label
75360847,C9H6BF15O3,B(OCC(C(F)(F)F)(F)F)(OCC(C(F)(F)F)(F)F)OCC(C(F)(F)F)(F)F,00000371827031C0000000000000000000000000000000000000000000000000000000000000081B00000000000800A080120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,27.7,458.0170466,28.0,"['LIB', 'LMB', 'MIB']",1
2734689,C6H5BBr2O2,B(C1=CC(=CC(=C1)Br)Br)(O)O,000003718260300000180000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040088000000A8082022801110802000208000088A170000000000000000002000000000000000400000000000000000,40.5,277.87493,11.0,"['LIB', 'Other']",1
23033858,C18H15BO2,B(C1=CC=CC=C1C2=CC=CC(=C2)C3=CC=CC=C3)(O)O,00000371C27830000000000000000000000000000000000000003060C0000000000000015000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000200000000000000040000000000000000000000,40.5,274.1165099,21.0,['LIB'],1
2783270,C5H5BFNO2,B(C1=C(N=CC=C1)F)(O)O,00000371826231000000000000000000000000000000000000002C0000000000000000018000281D00000800000800C1120C3C8092081000A0003067440082802031022008D8203864980820E2C09191842008608000C8C8061000000000000000000000000000000000000000000000000000,53.4,141.0397367,10.0,['LMB'],1
2773335,C6H5BBrFO2,B(C1=CC(=C(C=C1)Br)F)(O)O,000003718260310000100000000000000000000000000000000030000000000000000001000028190040080001A8008010083000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,217.955,11.0,['LIB'],0
2783273,C6H3BF4O2,B(C1=CC(=C(C(=C1F)F)F)F)(O)O,00000371026031C00000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000088000000880820228010108020002080000888070000000000000000000000000000000000000000000000000000,40.5,194.0162221,13.0,['LIB'],0
2763205,C8H8BNO2,B(C1=CC2=C(C=C1)C=CN2)(O)O,00000371C272300000000000000000000000000000016000000030000000000000005801F000281C00100800000C08C11E043CC0F2C99000A0033467440082802031022008D9A03864980820E2C09191842008609000C8C8071080800E00000000000200000000000000040000000000000000,56.3,161.0648087,12.0,['Other'],0
2794717,C10H14BNO2,B1(OCC(CO1)(C)C)C2=CN=CC=C2,00000371C27230000000000000000000000000000000000000002C4800000000000000018000281E00000000000E00E192063E8092081000A0003067440082802031022008D8203864980820E2C09191842008618000C8C8061000000000000000000000000000000000000000000000000000,31.4,191.1117589,14.0,['LIB'],1
2734389,C7H6BF3O2,B(C1=CC=C(C=C1)C(F)(F)F)(O)O,0000037182603180000000000000000000000000000000000000300000000000000000010000281900000800000C008018103000800000008002204200000200002000000888000000880820228011108020002080000888070080000E00000000000000000000000000000000000000000000,40.5,190.0412941,13.0,"['LIB', 'LMB']",1
2734344,C8H12BNO2,B(C1=CC=C(C=C1)N(C)C)(O)O,00000371C2723000000000000000000000000000000000000000300000000000000000010000281C0000080000080881100432C083000000800024424000820000210200088800086488082022C0919184200860800048C8071000000000000000000000000000000000000000000000000000,43.7,165.0961088,12.0,['LIB'],1
254532,C10H9BO2,B(C1=CC=CC2=CC=CC=C12)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000C15000281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080800E80000000001000000000000000200000000000000000,40.5,172.0695597,13.0,"['MIB', 'LIB']",1
2734393,C8H9BO2,B(C1=CC=C(C=C1)C=C)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000010000281800000800000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080000E00000000000000000000000000000000000000000000,40.5,148.0695597,11.0,['LIB'],1
2734702,C8H11BO4,B(C1=CC(=C(C=C1)OC)OC)(O)O,00000371C2703800000000000000000000000000000000000000300000000000000000010000281A000008000008048090023206800004008000204200000208002020000888000688880D262284311A80302224C0110AA8078040000000000000000040000000000000008000000000000000,58.9,182.075039,13.0,['SIB'],0
2734386,C7H6BF3O3,B(C1=CC=C(C=C1)OC(F)(F)F)(O)O,0000037182603180000000000000000000000000000000000000300000000000000000010000281B000008000008048090103006800004008000204200000208002020000888000608880C262284311A80302024C01108A8078040000000000000000000000000000000000000000000000000,49.7,206.0362087,14.0,"['LIB', 'LMB']",1
70062761,C6H5BBr2O2,B(C1=CC(=C(C=C1)Br)Br)(O)O,000003718260300000180000000000000000000000000000000030000000000000000001000028180040080001A8008010003000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000010000000000000002000000000000,40.5,277.87493,11.0,['LIB'],1
46318122,C13H20BNO3,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CN=C2OC)C,00000371E27230000000000000000000000000000001200000002C0000000000000000018000281E00000000000C44C19A063E8492081400A0023067440082882031202000D8202C4C980D26E2C4B19B84302864C011C8E8069010000C80000000000000000000000000000000000000000000,40.6,249.1536237,18.0,"['LMB', 'LIB']",1
2734329,C12H9BO2S,B(C1=C2C(=CC=C1)C3=CC=CC=C3S2)(O)O,00000371C270300040000000000000000000000000012000000030600000000000004801FC00281804000800000C008058003001C0000008840220420000030080200810488818000088082022A011108020002080002888070080C00E80000000000400000000000000080000000000000000,68.7,228.0416309,16.0,['LIB'],1
17793420,C7H6BF3O3,B(O)(O)OC1=CC=C(C=C1)C(F)(F)F,0000037182603180000000000000000000000000000000000000300000000000000000010000081B00000800000C0480981030068000000080022042000002000020200008880006088808262280111280300024C01108880780C0000E20000000000000004000000000000000000000000000,49.7,206.0362087,14.0,"['SIB', 'LIB']",1
17810664,C6H6BClO3,B(O)(O)OC1=CC=C(C=C1)Cl,0000037182603000040000000000000000000000000000000000300000000000000000010000081A02000800000806809020300680000000800020420000020000202500088800060A8808262281131280300024C0110888078040000000200000000000000040000000000000000000000000,49.7,172.0098519,11.0,"['Other', 'LIB']",1
16753190,C9H18BNO4,B([C@H]1CCCN1C(=O)OC(C)(C)C)(O)O,00000371E2723800000000000000000000000000000160000000000000000000000000000000281E00000800000C44C180040208030004000800000018000000000000000000000800000000000080000C00000006008000000000000000000000000000000000000000000000000000000000,70.0,215.1328882,15.0,['LIB'],1
2734325,C7H6BNO2,B(C1=CC(=CC=C1)C#N)(O)O,0000037182623000000000000000000000000000000000000000300000000000000000010000281C00000800000C0081180030008000000090062042000022000020000008880000008808A02280111080200020800008880F0080000E00000000000000000000000000000000000000000000,64.3,147.0491586,11.0,['LIB'],1
2734338,C6H5BF2O2,B(C1=CC(=CC(=C1)F)F)(O)O,00000371826031800000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000088000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,40.5,158.0350659,11.0,['LIB'],0
94428,C17H13NO8S2,C1=CC=C(C(=C1)C=NC2=C3C(=CC(=C2)S(=O)(=O)O)C=C(C=C3O)S(=O)(=O)O)O,00000371C07A3C006000000000000000000000000000000000003060C0000000000000C15400001E04000800000C0CC1D80430C7C2000282A00234634470C20040202200088818266C980826A282919380700466C01908D80790C0B00E900001C4201A00002000038840340000000000000000,178.0,423.00825872,28.0,['LIB'],1
8470,C3H9BO3,B(OC)(OC)OC,00000371C24030000000000000000000000000000000000000000000000000000000000000000812000000000000000000020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,27.7,104.0644743,7.0,"['MIB', 'LIB', 'SIB', 'Other', 'LMB', 'ZIB']",1
2734375,C10H9BO2,B(C1=CC2=CC=CC=C2C=C1)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000C15000281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080800E80000000001000000000000000200000000000000000,40.5,172.0695597,13.0,['LIB'],0
4198743,C5H4BNO2S,B(C1=CC=C(S1)C#N)(O)O,0000037182623000400000000000000000000000000120000000000000000000000000018000281C0400080000080081500030018000000894042042000023008020081048881800008808A022A0101080000020800028880E0000000000000000000000000000000000000000000000000000,92.5,153.0055797,10.0,['LIB'],1
2763171,C9H17BO2,B1(OC(C(O1)(C)C)(C)C)CC=C,00000371E2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000204200000000000000000800000000000100000001000000000000000000000000000880000000000000000000000000000000000000000000,18.5,168.1321599,12.0,"['LMB', 'LIB']",1
3697076,C14H23BO4,B1(OC(C(O1)(C)C)(C)C)C2=CCC3(CC2)OCCO3,00000371E2703800000000000000000000000000000122400000200000000000000000000000281A00000000000C44A0800202080000040080002042000000000020000000080000000811000200010022000004C0000E00030000000880000000000000000000000000000000000000000000,36.9,266.1689394,19.0,['LIB'],1
10755376,C12H16BBrO2,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)Br,00000371E2703000001000000000000000000000000120000000300000000000000000010000281A0040000001AC448090003200800000008000204200000200002000040888000000A8092022801110802000208000088A170000000880000000000000000000000000000000000000000000,18.5,282.04267,16.0,['LMB'],1
23435605,C7H5BFNO2,B(C1=CC(=CC(=C1)F)C#N)(O)O,0000037182623100000000000000000000000000000000000000300000000000000000010000281D00000800000C0081180830008000000090062042000022000020000000880000008808A02280111080200020800008880F0080000E00000000000000000000000000000000000000000000,64.3,165.0397367,12.0,['LIB'],1
2734624,C12H17BO3,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)O,00000371E2703000000000000000000000000000000120000000300000000000000000010000281A00000800000C4480900032068000020080002042000002000020200008880006088809262282111280700024C0110898078040000880000000000000000000000000000000000000000000,38.7,220.1270746,16.0,"['Other', 'LIB']",0
2763299,C4H9BO2,B(C=C(C)C)(O)O,00000371C2603000000000000000000000000000000000000000000000000000000000000000281800000800000C008000000200000000008002004200000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,40.5,100.0695597,7.0,['LIB'],1
15510213,C14H11BO2,B(C1=C2C=CC=CC2=CC3=CC=CC=C13)(O)O,00000371C27030000000000000000000000000000000000000003060C0000000000000C15400281800000800000C008018003000C00000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000,40.5,222.0852098,17.0,"['MIB', 'LIB', 'Other']",0
129761408,C9H10BNO4,B(O)(O)OC1=CC=CC(=C1)NC(=O)C=C,00000371C2723800000000000000000000000000000000000000300000000000000000010000081E0010080000080C81900030C682C00000880025525000820000212200088800066CC8082622C0919384300866D419C8C8879050030000000002000000000000000400000000000000000000,78.8,207.070288,15.0,"['LMB', 'LIB']",1
2734354,C6H6BFO2,B(C1=CC=CC=C1F)(O)O,00000371826031000000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,40.5,140.0444878,10.0,"['SIB', 'LIB']",1
2773333,C6H5BBrFO2,B(C1=C(C=C(C=C1)Br)F)(O)O,000003718260310000100000000000000000000000000000000030000000000000000001000028190040080001A8008010083000800000008000204200000200002000040888000000A8082022801110802000208000088A170000000000000000000000000000000000000000000000000000,40.5,217.955,11.0,['LIB'],0
15181925,C13H25BO2,B1(OC(C(O1)(C)C)(C)C)/C=C/CCCCC,00000371E2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000204200000000002000000800000000080100020001000000000080000000010000000880000000000000000000000000000000000000000000,18.5,224.1947602,16.0,['LIB'],0
5233012,C8H15BO2,B1(OC(C(O1)(C)C)(C)C)C=C,00000371C2703000000000000000000000000000000120000000000000000000000000000000281A00000000000C448080000200000000008000000200000000000000000800000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,18.5,154.1165099,11.0,"['Other', 'LIB']",1
21895836,C6H8BNO3,B(O)(O)OC1=CC=CC(=C1)N,00000371C2623000000000000000000000000000000000000000300000000000000000010000081E0010080000080C81900030C680400000800024424000820000202200088800066C8808262280919380300066D01908C8079050010000000002000000000000000400000000000000000000,75.7,153.0597233,11.0,['LIB'],1
4683195,C8H9BO4,B(C1=C2C(=CC=C1)OCCO2)(O)O,00000371C2703800000000000000000000000000000000000000344000000000000000910000281A00000800000804A090023006800004008000204200000208002020000888000688880D262284311A823822A4C0110AA8078040000000000000000040000000000000008000000000000000,58.9,180.0593889,13.0,"['LMB', 'LIB', 'Other', 'SIB']",1
3672173,C9H13BO3,B(C1=CC(=CC=C1)CCCO)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000010000281A00000800000C00A0980230008000020080022042000002000020000008880000008808302280111080600024800008880780C0A00E00000000000000000000000000000000000000000000,60.7,180.0957744,13.0,['LIB'],0
425307,C6H9BO6,B(OC(=O)C)(OC(=O)C)OC(=O)C,00000371C2603800000000000000000000000000000000000000000000000000000000000000081A000000000000008080000208000000000800009008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,78.9,188.0492182,13.0,['LIB'],1
44630523,C54H39B3O3,B1(OB(OB(O1)C2=CC(=CC(=C2)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC(=C5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC(=CC(=C8)C9=CC=CC=C9)C1=CC=CC=C1,00000371F37C30000000000000000000000000000000000000003460C1830000000000015400281800000000000C008018003000800000008002204200000200002000000888000000880820228011108020002080000888070080C00E80000200000000000000040000000000000000000000,27.7,768.3178356,60.0,['LIB'],1
2782673,C7H8BFO3,B(C1=C(C=CC(=C1)F)OC)(O)O,00000371C2603100000000000000000000000000000000000000300000000000000000010000281B0000080000080480900A3206800004008000204200000208002020000888000608880C262284311A80302024C01108A8078040000000000000000000000000000000000000000000000000,49.7,170.0550524,12.0,['LIB'],1
2734367,C8H9BO4,B(C1=C(C=CC(=C1)C=O)OC)(O)O,00000371C2703800000000000000000000000000000000000000300000000000000000010000281A00000800000C04A098023206800004008802285280000208002420000888010608C80C263284351A80312024C01108A98788CC00CE20000000000000004000000000000000000000000000,66.8,180.0593889,13.0,['LIB'],0
2734750,C3H9BO2,B(C(C)C)(O)O,00000371C24030000000000000000000000000000000000000000000000000000000000000002818000008000008008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40.5,88.0695597,6.0,['LIB'],0
22480132,C8H9BO4,B(C1=CC(=CC=C1)CC(=O)O)(O)O,00000371C2703800000000000000000000000000000000000000300000000000000000010000281A00000800000C00809800300880000200880220D2080002000020000008880100008808203280151080600024C00108880788C8A08E00000000000000000000000000000000000000000000,77.8,180.0593889,13.0,['LIB'],0
2734347,C8H11BO2,B(C1=C(C=CC(=C1)C)C)(O)O,00000371C2703000000000000000000000000000000000000000300000000000000000010000281800000800000C008018003200800000008002204200000200002000000888000000880820228011108020002080000888070080000E40000000000000008000000000000000000000000000,40.5,150.0852098,11.0,['SIB'],0
22237831,C6H6BFO3,B(O)(O)OC1=CC=CC=C1F,0000037182603100000000000000000000000000000000000000300000000000000000010000081B0000080000080480900830068000000080002042000002000020200008880006088808262280111280300024C0110888078040000000000000000000000000000000000000000000000000,49.7,156.0394024,11.0,['Other'],0
2734335,C6H5BF2O2,B(C1=C(C=CC(=C1)F)F)(O)O,00000371826031800000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000888000000880820228011108020002080000888070000000000000000000000000000000000000000000000000000,40.5,158.0350659,11.0,['LIB'],0
150745108,C6H6BClO4,B(O)(O)OC1=CC=CC=C1OCl,0000037182603800040000000000000000000000000000000000300000000000000000010000081A0000080000080480900030068000000080002042000002000020200008880006888809262280111280300024C0110888078040000000000000000040000000000000008000000000000000,58.9,188.0047665,12.0,['Other'],0
2783280,C6H4BF3O2,B(C1=C(C(=C(C=C1)F)F)F)(O)O,00000371826031800000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000888000000880820228010108020002080000888070000000000000000000000000000000000000000000000000000,40.5,176.025644,12.0,['Other'],0
2359,C8H7BO2S,B(C1=CC2=CC=CC=C2S1)(O)O,000003718270300040000000000000000000000000012000000030000000000000004801F000281804000800000C008058003001C0000008840220420000030080200810488818000088082022A011108020002080002888070080800E00000000000400000000000000080000000000000000,68.7,178.0259808,12.0,['LIB'],1
18424486,C6H5BF2O3,B(O)(O)OC1=C(C=CC(=C1)F)F,0000037182603180000000000000000000000000000000000000300000000000000000010000081B0000080000080480900830068000000080002042000002000020200008880006088808262280111280300024C0110888078040000000000000000000000000000000000000000000000000,49.7,174.0299805,12.0,['Other'],0
12067061,C11H15BBrNO2,B1(OC(C(O1)(C)C)(C)C)C2=C(N=CC=C2)Br,00000371C27230000010000000000000000000000001200000002C0000000000000000018000281E00400000013C44C192043E8092081000A0003067440082802031022408D8203864B80920E2C09191842008608000C8CA161000000880000000000000000000000000000000000000000000,31.4,283.03792,16.0,['LIB'],1
2734321,C9H14BNO4,B(C1=CC=CN1C(=O)OC(C)(C)C)(O)O,00000371C2723800000000000000000000000000000160000000000000000000000000018000281E00000800000C44C192043E88930C1400A80030675C0082802031022008D8203864980820C04081810C0008400600C040000000000000000000000000000000000000000000000000000000,71.7,211.1015881,15.0,['Other'],0
2758659,C14H22BNO2,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C)C,00000371E2723000000000000000000000000000000120000000300000000000000000010000281E00000000000C4C81900432C083000000800024424000820000210200088800086488092022C0919184200860800048C8071000000880000000000000000000000000000000000000000000,21.7,247.1743591,18.0,"['Other', 'LIB']",1
2783274,C6H3BF4O2,B(C1=C(C(=C(C=C1F)F)F)F)(O)O,00000371026031C00000000000000000000000000000000000003000000000000000000100002819000008000008008010083000800000008000204200000200002000000088000000880820228010108020002080000888070000000000000000000000000000000000000000000000000000,40.5,194.0162221,13.0,['LIB'],0
2734313,C13H13BO3,B(C1=CC(=CC=C1)OCC2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281A00000800000C04A098023006800004008002204200000208002020000888000608880C262284311A823820A4C01108A80780C0200E00000000000000000000000000000000000000000000,49.7,228.0957744,17.0,['LIB'],0
2734377,C12H11BO3,B(C1=CC=C(C=C1)OC2=CC=CC=C2)(O)O,00000371C2703000000000000000000000000000000000000000306000000000000000014000281A000008000008048090003006800004008000204200000208002020000888000608880C262284311A823820A4C01108A8078040000000000000000000000000000000000000000000000000,49.7,214.0801244,16.0,"['MIB', 'LIB']",1
123269,B2S3,B(=S)SB=S,00000371030000006000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,89.5,117.9348239,5.0,"['LIB', 'LMB', 'Other']",1
4683196,C7H6BNO2S,B(C1=CC2=C(C=C1)N=CS2)(O)O,000003718262300040000000000000000000000000016000000030000000000000005801F000281C04000800000808815604B4C1B2081008A4012463440083F0A0710A3848D83C3864980820A2E0919184200860800048C8071000000000000000000001000000000000000200000000000000,81.6,179.0212298,12.0,['LIB'],1
10975759,C7H15BO3,B1(OC(C(O1)(C)C)(C)C)OC,00000371C2603000000000000000000000000000000120000000000000000000000000000000081A00000000000C448080020200000000000000000000000000000000000000000000000100000000000000000000000000000000000880000000000000000000000000000000000000000000,27.7,158.1114245,11.0,['LMB'],1
45156692,C9H8BF3O2,B(/C=C/C1=CC(=CC=C1)C(F)(F)F)(O)O,00000371C2703180000000000000000000000000000000000000300000000000000000010000281900000800000C008018103000800000008002204200000200002000000888000000880820228011108020002080000888070080400E00000200000000000000040000000000000000000000,40.5,216.0569441,15.0,['LIB'],0
2763201,C7H6BFO4,B(C1=CC(=C(C=C1)C(=O)O)F)(O)O,0000037182603900000000000000000000000000000000000000300000000000000000010000281B00000800000C00809808300880000200880220D208000200002400000888010008C808263280151080710024C00108998788C8208E00000000000000000000000000000000000000000000,77.8,184.034317,13.0,['LIB'],0
