epoch,mean_normalized_drift_rate,std_normalized_drift_rate_across_trials,smooth_mean_normalized_drift_rate,smooth_std_normalized_drift_rate,trial_1_normalized_drift_rate,trial_1_smooth_normalized_drift_rate,trial_2_normalized_drift_rate,trial_2_smooth_normalized_drift_rate,trial_3_normalized_drift_rate,trial_3_smooth_normalized_drift_rate,trial_4_normalized_drift_rate,trial_4_smooth_normalized_drift_rate,trial_5_normalized_drift_rate,trial_5_smooth_normalized_drift_rate,trial_6_normalized_drift_rate,trial_6_smooth_normalized_drift_rate,trial_7_normalized_drift_rate,trial_7_smooth_normalized_drift_rate,trial_8_normalized_drift_rate,trial_8_smooth_normalized_drift_rate,trial_9_normalized_drift_rate,trial_9_smooth_normalized_drift_rate,trial_10_normalized_drift_rate,trial_10_smooth_normalized_drift_rate
75,1.0279967,0.07151174,1.0272998889287313,0.06965528974930445,0.9633071,0.96417356,1.0317507,1.0363427,1.0876758,1.0664413,1.0064383,1.0123926,1.1865215,1.1758337,0.9716745,0.9696528,1.0044448,1.0002619,1.09698,1.1046585,0.99304837,1.0040758,0.93812454,0.93916595
76,1.0287699,0.07099935,1.0261073986689249,0.06996198445558548,0.97349024,0.9665745,1.0281253,1.0345211,1.0874883,1.0596546,1.0147103,1.0110251,1.184803,1.1781547,0.9681999,0.9685427,1.0037448,1.000591,1.0988394,1.1026889,0.9941842,1.0028574,0.9341122,0.93646365
77,1.0242679,0.069906235,1.0248640219370524,0.07010199030240377,0.9745133,0.96909285,1.0218787,1.0333622,1.0685493,1.0516062,1.0117872,1.0093846,1.1857634,1.1798276,0.9687646,0.96714884,0.9968488,1.000423,1.0927709,1.1002055,0.9894898,1.0036712,0.9323136,0.9339183
78,1.0228366,0.06735609,1.0238158067067464,0.07013700952132543,0.97714305,0.97188735,1.024565,1.0321525,1.0579447,1.0443238,1.0178176,1.0088514,1.1793894,1.1811953,0.9687907,0.96507436,0.99787354,1.0006423,1.084913,1.0977694,0.993187,1.0051409,0.9267413,0.93112046
79,1.0230467,0.06823534,1.0231531143188477,0.0702885980407397,0.9862381,0.97530454,1.0187029,1.03095,1.0445409,1.0372461,1.0266793,1.0091776,1.1801955,1.1827891,0.9565876,0.96388274,1.0039419,1.0009333,1.0929792,1.0964011,0.99544,1.0064229,0.9251618,0.9284236
80,1.0223472,0.067586675,1.0222201903661092,0.0705830454826355,0.9874532,0.97751504,1.0232586,1.0294119,1.0263104,1.0313195,1.019793,1.0101085,1.182845,1.1837201,0.9637631,0.96279705,1.0072167,1.0011083,1.0884755,1.0958498,1.0034403,1.0046204,0.9209177,0.92575145
81,1.0191517,0.06846309,1.02142124970754,0.07115484823783239,0.992647,0.97990566,1.0244211,1.0281634,1.0058755,1.0253729,1.0076604,1.0119704,1.1859387,1.1844871,0.9722138,0.9617042,1.0037446,1.001254,1.0894761,1.0966117,0.98897207,1.0018393,0.9205688,0.92290366
82,1.018459,0.07098811,1.0202362298965455,0.07187042733033498,0.98777986,0.9820386,1.0289482,1.0273553,0.9870875,1.0172534,1.0113344,1.0116559,1.1901782,1.185188,0.9606336,0.96089375,1.0038366,1.0008556,1.094907,1.0981332,0.995782,0.9984049,0.9241015,0.9205835
83,1.0185707,0.06939552,1.0187468210856119,0.07255879342556,0.98572373,0.9834512,1.0304921,1.0269653,0.9888077,1.0088619,1.0149239,1.0104063,1.18297,1.1848853,0.95647603,0.95917267,0.99886656,0.9999812,1.0924922,1.1002622,1.0126456,0.99494207,0.9223077,0.91854024
84,1.0193511,0.071475744,1.0171741247177124,0.07325434138377508,0.98709065,0.9846427,1.038881,1.0264784,0.9853438,1.0005842,0.99808896,1.0084634,1.1856011,1.1842847,0.95484793,0.95864475,0.9938367,0.9991564,1.0886316,1.1024556,1.0430546,0.9906765,0.9181348,0.9163547
85,1.020924,0.0713083,1.0160919189453126,0.07417476971944173,0.98786724,0.9864914,1.0326132,1.0266141,1.0015273,0.99372476,1.0056565,1.0074413,1.1814499,1.1835873,0.94643813,0.95758194,0.9959761,0.9983097,1.0918274,1.1060812,1.0506111,0.9862445,0.91527224,0.9148431
86,1.0241873,0.07380165,1.015293335914612,0.07521831542253495,0.99076754,0.988655,1.0331804,1.0262527,0.9915849,0.9880613,1.015999,1.0068673,1.1921563,1.1831967,0.95822006,0.9565729,1.0029495,0.99785453,1.10244,1.1103376,1.0428638,0.98111206,0.9117128,0.91402346
87,1.014414,0.07584875,1.0142646312713623,0.07629785239696503,0.9759008,0.990279,1.0249268,1.0262666,0.9882278,0.98296076,1.0135617,1.0044951,1.188233,1.1826812,0.9545557,0.9561621,1.0021526,0.9972585,1.1089958,1.1140379,0.9783138,0.9752288,0.90927243,0.91327643
88,1.0112787,0.08013109,1.0129015763600668,0.07727611859639485,0.9756346,0.991485,1.0262004,1.0255725,0.975659,0.9791751,1.0161004,1.0011644,1.1875821,1.1814,0.9540721,0.9552414,1.002417,0.99640465,1.1197557,1.1173731,0.95265186,0.96860176,0.9027138,0.91259784
89,1.0079421,0.081048734,1.0118068695068358,0.07827392170826594,0.98502314,0.9921658,1.0223852,1.0250415,0.9621779,0.9765451,0.9942883,0.99987626,1.1841938,1.1805406,0.95816886,0.9532467,0.99498254,0.99598473,1.1285148,1.1200664,0.94238967,0.9626987,0.90729713,0.91190296
90,1.0056555,0.08183723,1.010921597480774,0.07872848610083262,0.9844953,0.99351174,1.0258995,1.0241141,0.9618035,0.9755553,0.98769367,0.99913627,1.1819801,1.1786222,0.9458575,0.9528297,0.99133056,0.99555534,1.1289144,1.1219845,0.9411049,0.9571329,0.907476,0.91077375
91,1.0051794,0.081432566,1.0103605429331461,0.07931303431590399,0.9913625,0.9958944,1.0208231,1.0227417,0.96332306,0.97500044,0.98556566,0.9997269,1.175794,1.1779085,0.9602817,0.95255476,0.99137264,0.9954423,1.1317412,1.1236013,0.9302009,0.9510947,0.901329,0.9096406
92,1.0080348,0.08371266,1.0099461634953817,0.0796429177125295,1.0022444,0.998555,1.023914,1.0203323,0.96565753,0.97444797,0.99645716,1.0033904,1.1753021,1.1764647,0.9528221,0.952197,0.9841478,0.9955604,1.1471541,1.1255134,0.9230097,0.94444346,0.9096392,0.9085569
93,1.0108578,0.08300927,1.0094582239786785,0.08005947321653366,1.0095961,1.0013838,1.0191455,1.0182803,0.9729925,0.9730461,1.0092069,1.0053183,1.1735295,1.1758205,0.9536552,0.95263195,0.99104625,0.9951491,1.1487591,1.1275481,0.9162002,0.9381051,0.91444695,0.9072993
94,1.0076162,0.08442839,1.0087350686391194,0.0802064095934232,1.0105993,1.0046723,1.0189095,1.0169901,0.9680331,0.9725623,0.991098,1.005259,1.1724638,1.1743844,0.95042574,0.95228815,0.99500144,0.994393,1.1484834,1.1283311,0.9071913,0.9322041,0.9139568,0.90626645
95,1.0019014,0.08226067,1.0086081584294637,0.08037345806757609,1.005543,1.0096972,1.0128486,1.0167346,0.96952564,0.9724513,0.96983206,1.0053107,1.1636258,1.173302,0.94995254,0.9510305,0.99440867,0.99379975,1.1385039,1.1283815,0.9040345,0.92989707,0.91073865,0.905477
96,1.0027311,0.083430134,1.008726421991984,0.08030752142270406,1.0028589,1.0143136,1.0164543,1.0163276,0.9664256,0.97305274,0.98833746,1.0049273,1.1730478,1.1724994,0.94229317,0.9507836,0.99744594,0.9928504,1.1298751,1.1282715,0.9004269,0.9292578,0.9101456,0.9049804
97,1.0051799,0.07780658,1.0090812206268311,0.08037443210681279,1.0079691,1.0185221,1.0150393,1.0164944,0.97224057,0.9747181,1.0002344,1.0040661,1.1614047,1.1727921,0.9543793,0.9505114,0.99739593,0.9916285,1.1236778,1.1278135,0.9122943,0.9298575,0.90716356,0.90440863
98,1.0101548,0.07816374,1.0092522462209066,0.08029135813315709,1.0214633,1.0228629,1.0099038,1.016628,0.98048455,0.97598743,1.0237834,1.0026768,1.1722639,1.172471,0.95235103,0.9512197,0.9971704,0.98999023,1.1167456,1.1267122,0.92207265,0.9305711,0.9053101,0.90340316
99,1.0131354,0.076423995,1.0096242904663086,0.08046731104453404,1.0269997,1.0275737,1.0027416,1.0170456,0.9770568,0.9777117,1.0530416,1.0014148,1.163943,1.1729218,0.9494823,0.9513481,0.99560905,0.9882597,1.1173141,1.1259216,0.94328666,0.9315856,0.9018791,0.9024606
100,1.0136049,0.07755663,1.0098342736562094,0.08064639170964559,1.0302982,1.0320643,1.001832,1.017388,0.9804995,0.9793601,1.0345749,0.9994627,1.1717864,1.1738282,0.95296186,0.95210063,0.98980606,0.986451,1.122347,1.123911,0.9555351,0.93303037,0.8964083,0.9007464
101,1.01334,0.0760057,1.0097915172576903,0.08084949254989623,1.0400969,1.0358145,1.0138273,1.0180012,0.9843274,0.9806448,1.0151092,0.9969155,1.1706158,1.1743512,0.95306265,0.9532355,0.99160826,0.98287237,1.1141835,1.1220725,0.95434964,0.93564194,0.8962202,0.89836586
102,1.0125103,0.07835448,1.009741489092509,0.08107642432053884,1.0512732,1.0388803,1.021095,1.0182743,0.98656374,0.98225385,1.0143373,0.996161,1.1719974,1.175489,0.9356914,0.9541624,0.99325407,0.9775128,1.1097529,1.1196452,0.9437079,0.93896973,0.8974302,0.89606637
103,1.0130527,0.07914204,1.0098069111506145,0.08116470923026403,1.0448815,1.0408223,1.020095,1.0188849,0.9846795,0.98394865,1.0103492,0.9965855,1.1755424,1.1760844,0.95036864,0.95539224,0.988177,0.9719907,1.1181059,1.1177549,0.94306284,0.9429114,0.8952653,0.8936943
104,1.0132641,0.082052395,1.0098754167556763,0.08108162929614385,1.0481511,1.0414537,1.0248872,1.0194198,0.9871589,0.98660076,0.9813701,0.9969739,1.1885843,1.175777,0.95408595,0.95634925,0.97665364,0.96693003,1.1216439,1.1167461,0.9513851,0.94728756,0.89872026,0.8912163
105,1.0082209,0.08059112,1.010148286819458,0.08095328062772751,1.0496073,1.041129,1.0279044,1.0198257,0.98084337,0.9883949,0.96685517,1.0003687,1.1771641,1.1750414,0.9564815,0.9564744,0.96675634,0.9636653,1.1123947,1.1158577,0.9518089,0.9516163,0.8923943,0.8891095
106,1.0107601,0.08407186,1.010341763496399,0.08069215615590414,1.0620238,1.0425669,1.0270863,1.0201579,0.98918664,0.9897277,0.96663535,1.0029174,1.1825548,1.1731669,0.96220887,0.9561908,0.96541435,0.9605631,1.119883,1.114685,0.9454182,0.95620894,0.8871898,0.88723296
107,1.0111846,0.08639887,1.0103766759236654,0.08056003600358963,1.0696036,1.0444328,1.0290508,1.0204906,0.9903835,0.9911506,0.96717596,1.0035512,1.1889005,1.1717247,0.9641091,0.9562051,0.95701844,0.95912546,1.1169959,1.1134666,0.9446813,0.9583947,0.88392705,0.8852248
108,1.0102165,0.086055785,1.010421840349833,0.08058119515577952,1.0658484,1.047476,1.028343,1.0202368,0.99226356,0.9927503,0.9709986,1.0054251,1.1813728,1.1699879,0.97067857,0.9556227,0.93736595,0.95798856,1.1211807,1.1120489,0.95537394,0.9591214,0.8787384,0.8835606
109,1.0068657,0.08783237,1.0101515849431355,0.08066101620594661,1.0565871,1.0491991,1.0230056,1.0182685,0.99216837,0.9939758,0.97978,1.0086985,1.1895301,1.1678818,0.96432936,0.9551955,0.9146075,0.95638895,1.1120746,1.1107823,0.9571082,0.95957893,0.8794649,0.8815465
110,1.0028827,0.08358494,1.0100349028905233,0.08037212640047073,1.0346721,1.0505508,1.0220075,1.015206,0.99494773,0.99499947,0.9762002,1.0114923,1.1725571,1.1657006,0.9684,0.95624804,0.9115773,0.95479256,1.1101496,1.109797,0.9631589,0.96113473,0.87515694,0.8804276
111,1.0037587,0.082183935,1.009847640991211,0.07969821741183598,1.0123304,1.0527115,1.0244772,1.0125532,1.0062071,0.99621814,0.99416244,1.0129858,1.1684377,1.1631625,0.956648,0.95582306,0.92153597,0.953585,1.1147426,1.1077063,0.96606946,0.9629665,0.8729761,0.8807641
112,1.0092729,0.07588135,1.0098751386006672,0.07862876753012339,1.0030978,1.0552607,1.021129,1.0099177,0.9991533,0.99713635,1.051158,1.0160166,1.1503706,1.159889,0.9562574,0.9562143,0.9484249,0.95315003,1.1103516,1.1050091,0.97722536,0.9645661,0.87556165,0.8815913
113,1.013057,0.074246876,1.0102026462554932,0.07792053371667862,1.0430332,1.0586631,1.0148864,1.0072116,1.0004756,0.9979531,1.0620128,1.018641,1.1441461,1.1577843,0.9480965,0.9564754,0.95063764,0.9528374,1.0991565,1.1032746,0.9909629,0.96647775,0.87716204,0.88270766
114,1.0136591,0.07444219,1.0099888483683268,0.07726248800754547,1.0549872,1.0608704,1.0077336,1.0045118,0.9984011,0.99864227,1.0625501,1.0187166,1.1423107,1.1556755,0.9496967,0.95529884,0.9740445,0.95243925,1.0990375,1.101346,0.97607255,0.9684799,0.8717571,0.8839078
115,1.0142823,0.07787402,1.0097829262415567,0.07643713802099228,1.0759474,1.0620087,0.99802506,1.001672,1.0044945,0.99949014,1.0626829,1.0193799,1.145735,1.1533607,0.9442254,0.95421165,0.9727526,0.95258456,1.1010809,1.0997033,0.9664357,0.97037065,0.8714449,0.8850475
116,1.0092862,0.07720301,1.0094627300898233,0.07550043761730194,1.0659419,1.0627596,0.98430085,0.9986344,1.0027105,1.000275,1.0642083,1.0199157,1.1390243,1.1515375,0.94665474,0.95214045,0.9676145,0.9544843,1.095184,1.0969831,0.9612127,0.97124785,0.8660083,0.8866491
117,1.0107601,0.07402113,1.0091984430948893,0.07426845630009969,1.0715488,1.0640956,0.97515744,0.9957192,1.0019184,1.0006762,1.0562445,1.0211865,1.1392771,1.1482799,0.95148027,0.94977736,0.96930826,0.95733,1.0949737,1.0943159,0.9670446,0.972357,0.88064665,0.88824695
118,1.0102438,0.06903341,1.009179663658142,0.07326885958512624,1.0772927,1.0669309,0.98030436,0.9927293,1.0029597,1.0006996,1.0327528,1.0234967,1.1374725,1.1452188,0.9439934,0.9474764,0.9700633,0.95999527,1.0867461,1.0923446,0.97054017,0.97322327,0.9003131,0.8896817
119,1.0136765,0.06601065,1.0089911063512167,0.07209711571534475,1.086389,1.071759,0.9853551,0.9896393,1.0009316,1.0002364,1.0268328,1.0242257,1.1394814,1.1407816,0.95995456,0.9458722,0.970129,0.9625126,1.0811844,1.0896302,0.9753787,0.97431266,0.911129,0.8909414
120,1.0131335,0.06996761,1.0082793315251668,0.07122450321912766,1.1006445,1.0775135,0.98731196,0.9865722,0.9930953,1.0003335,1.0062208,1.0197215,1.145595,1.1367985,0.96039796,0.9442565,0.9620673,0.9648666,1.0863785,1.0867885,0.980484,0.97406125,0.90913934,0.8918811
121,1.0075531,0.074201174,1.0073714057604473,0.07069332251946131,1.0951322,1.0812565,0.98658884,0.9835021,0.9995233,1.0000787,0.967769,1.015665,1.1509212,1.1324829,0.94456047,0.9433679,0.95944136,0.9682108,1.0909532,1.0849936,0.9754492,0.97262245,0.9051919,0.8915342
122,1.0080957,0.07401862,1.0068485776583354,0.06980205600460371,1.0866785,1.0841627,0.9864548,0.98154074,1.0031021,1.0002886,0.9771241,1.0120834,1.1541787,1.1283995,0.94780135,0.94192165,0.9591981,0.9710518,1.0923551,1.083038,0.9730431,0.9725274,0.9010218,0.89347196
123,1.0054135,0.07200528,1.0062772075335185,0.06878148689866066,1.0771121,1.0858885,0.98277795,0.9797681,1.0040373,0.99978745,0.9790372,1.0088928,1.1540258,1.124767,0.93961096,0.9405275,0.965862,0.974488,1.0803776,1.0801703,0.96853244,0.9727578,0.9027626,0.8957246
124,1.0029014,0.06935265,1.0058650612831115,0.06770263438423475,1.0766273,1.0878477,0.9792779,0.97886276,0.9981843,0.99906355,0.99884075,1.0053025,1.1406647,1.1213689,0.92888284,0.93917674,0.9572928,0.97827417,1.0720674,1.0774235,0.97374445,0.9731556,0.90343326,0.89817524
125,1.002601,0.06859099,1.004885470867157,0.06666218489408493,1.0771996,1.0878876,0.9771589,0.9780201,0.99530065,0.9975808,1.0108554,1.0025669,1.1266419,1.118106,0.93388516,0.93739563,0.9515573,0.98049694,1.080581,1.0741955,0.97615415,0.97310233,0.8966775,0.8995029
126,1.0009303,0.06460778,1.0036685069402058,0.06584081401427587,1.0847528,1.0866104,0.9781267,0.9764362,0.99925745,0.996054,1.0050962,1.000948,1.1018802,1.1149415,0.9325855,0.93652356,0.95929587,0.9817344,1.0740268,1.0715785,0.98241,0.97247565,0.89187133,0.899383
127,0.9985963,0.06279216,1.0018684148788453,0.06510823493202528,1.0894146,1.0827688,0.9751235,0.97426,1.000612,0.9938715,0.9835958,0.99966836,1.090623,1.1117921,0.9320215,0.9351189,0.9837345,0.98200905,1.0677261,1.0691785,0.9734541,0.9719999,0.88965833,0.89801717
128,0.9994381,0.066279165,1.0000386317571004,0.06405706355969111,1.0991793,1.0766402,0.96883434,0.9723483,0.99665153,0.99176145,1.0011646,0.99984014,1.0794119,1.1081151,0.93476754,0.93421394,1.0008008,0.98387355,1.0722326,1.066319,0.96938056,0.97107863,0.8719579,0.8961961
129,1.0058167,0.061073195,0.9984527786572774,0.06279559408624967,1.0985798,1.070262,0.978313,0.9717742,1.0015509,0.9890602,1.0088267,0.99994105,1.08106,1.1044658,0.9280028,0.9339383,1.0166591,0.98636985,1.0697024,1.0631676,0.9746473,0.97114563,0.9008233,0.8944031
130,1.0057118,0.06256548,0.9967182596524556,0.061588772634665175,1.101835,1.0635995,0.97143584,0.97224194,0.99697715,0.9858421,1.014823,0.99844384,1.0912459,1.1003821,0.9233137,0.93293196,1.0242958,0.99005747,1.0580659,1.0594931,0.9698922,0.9712983,0.9052345,0.8928925
131,1.003104,0.061020225,0.9951448122660319,0.06056283265352249,1.0953304,1.0577886,0.97072095,0.97259516,0.99185115,0.98272663,1.0103548,0.9968516,1.0880536,1.096089,0.92639285,0.93242204,1.0244073,0.9934658,1.0539804,1.0568737,0.96717906,0.9716911,0.9027683,0.8909446
132,0.9960662,0.05841439,0.9933718204498291,0.05978313162922859,1.072148,1.0508024,0.9625171,0.9731082,0.9796781,0.9794337,1.0152094,0.9936999,1.0903339,1.0929266,0.9247636,0.9324492,1.0026498,0.9969951,1.0465546,1.0542573,0.96624565,0.9713805,0.900561,0.8886654
133,0.9919893,0.056712843,0.9913151780764262,0.05892204145590464,1.0581331,1.0432775,0.95654595,0.9734774,0.9800569,0.97595626,1.0084689,0.9900708,1.0900044,1.0903667,0.93091255,0.9326065,0.98862493,1.000522,1.0474918,1.0501223,0.96113956,0.9702353,0.89851534,0.886517
134,0.98667514,0.05502196,0.9892332514127096,0.058224235723416014,1.0287652,1.0346199,0.9527114,0.9738605,0.9681945,0.97240424,1.0076387,0.986108,1.0922406,1.0891945,0.93888503,0.9332631,0.9742492,1.0034819,1.0451844,1.045653,0.96824217,0.969133,0.89064085,0.8846143
135,0.9856868,0.054200042,0.9873696446418763,0.05756169358889262,1.008716,1.0259478,0.9586373,0.9742423,0.9614445,0.96969587,1.0087976,0.9842099,1.0904403,1.0884434,0.9468235,0.9343138,0.990034,1.0052868,1.0434859,1.041045,0.96666527,0.96791387,0.8818238,0.8825977
136,0.9837653,0.055279132,0.9856981913248698,0.056727555890878044,0.9994582,1.0159203,0.9779778,0.9753602,0.959005,0.96827674,0.96928257,0.9815458,1.096183,1.0883062,0.94042623,0.9360618,0.99688655,1.0060232,1.0436819,1.0365174,0.9764548,0.96765184,0.8782967,0.8813183
137,0.98207796,0.0559163,0.9836021780967712,0.05640587732195854,0.9867412,1.0054715,0.99347043,0.9756614,0.9548302,0.967228,0.95466644,0.9785911,1.0929216,1.088541,0.93270546,0.93772095,1.0145117,1.0059708,1.0372376,1.0322862,0.9753328,0.9663795,0.8783622,0.8781713
138,0.9818118,0.05661618,0.9813819249471029,0.05606434096892675,0.9899486,0.9938719,0.9880759,0.9765108,0.95730484,0.9667784,0.9551534,0.9753679,1.0896307,1.0881855,0.9319622,0.94020873,1.0169872,1.0035715,1.0410874,1.0296208,0.97442365,0.9651401,0.87354445,0.87456334
139,0.97630656,0.057657134,0.978980811436971,0.05607959702610969,0.97183293,0.9810409,0.9869731,0.97745633,0.948791,0.9664773,0.9515654,0.97355574,1.093229,1.0877924,0.92929095,0.94237286,1.010232,1.0000561,1.0328205,1.0272435,0.96908605,0.96331644,0.8692449,0.8704964
140,0.9717514,0.05567464,0.9771697441736857,0.05635320444901784,0.9643273,0.96905494,0.9826977,0.97860646,0.9431383,0.96688354,0.9564192,0.9734001,1.0882425,1.0868809,0.9362447,0.9445247,1.0044612,0.9992235,1.0185558,1.0247896,0.9589762,0.96181446,0.86445165,0.86651933
141,0.9697014,0.05414069,0.9755559802055359,0.056793391704559326,0.95488995,0.9583774,0.98387295,0.97959596,0.9459773,0.96691793,0.94565386,0.97417295,1.0842978,1.0861782,0.94243383,0.94639397,1.0036937,0.99965674,1.0069876,1.0218961,0.9658758,0.95973325,0.8633313,0.86263734
142,0.9706422,0.052854028,0.974067195256551,0.05694806799292564,0.95933163,0.95110095,0.9808513,0.9809089,0.95998704,0.9673463,0.9551242,0.9734377,1.079356,1.084903,0.9477816,0.94755983,1.0108093,1.0000963,0.9986057,1.0188168,0.95516723,0.95713603,0.8594088,0.8593662
143,0.9743663,0.0537671,0.9729492465655009,0.057083537926276524,0.94876784,0.94705826,0.98560226,0.9818215,0.97536445,0.96896565,0.9612033,0.9729955,1.077354,1.0837979,0.96098787,0.9486211,1.0118456,0.9992615,1.0043199,1.0157238,0.9654499,0.95455796,0.8527671,0.8566892
144,0.9743765,0.056248017,0.9724584221839905,0.05736066848039627,0.94184643,0.9470669,0.9828306,0.98116654,0.9858191,0.9710553,0.96450585,0.97685117,1.0845827,1.0825673,0.9528906,0.94958025,1.0158739,0.9985196,1.006234,1.0120679,0.95556265,0.9517065,0.85361886,0.85400283
145,0.972408,0.057442438,0.9724579215049743,0.058046575138966244,0.9278424,0.95178264,0.9841777,0.9791738,0.99023396,0.9728204,0.9664752,0.9826557,1.0859137,1.0814129,0.9606302,0.95185304,0.988307,0.99636495,1.0180833,1.008869,0.9513003,0.94875294,0.85111517,0.8508938
146,0.96708727,0.061249066,0.9725260257720947,0.05915484055876732,0.9028652,0.9572351,0.9849031,0.97768205,0.98733354,0.97460556,0.9831722,0.9893004,1.0821564,1.0807661,0.958855,0.9536182,0.97167635,0.9941909,1.0183219,1.0056076,0.93982494,0.94468427,0.8417637,0.8475702
147,0.9689002,0.0625185,0.9729762236277263,0.060454488794008894,0.89235806,0.96425533,0.97976947,0.9759724,0.98577213,0.9772996,1.012875,0.99691474,1.0766608,1.0806106,0.95704055,0.95453554,0.9901596,0.9921896,1.0097463,1.0024893,0.94371533,0.9408874,0.84090525,0.8446078
148,0.96778286,0.06331565,0.9736173669497172,0.0619273267686367,0.8979702,0.9711148,0.97138816,0.9741463,0.98057353,0.98037094,1.0200614,1.0045605,1.0794637,1.080623,0.9589516,0.95483434,0.9951236,0.99067473,1.0040895,1.0008823,0.9299219,0.9370058,0.8402857,0.84196097
149,0.96434337,0.057342105,0.9742699980735778,0.06354638934135437,0.9196181,0.9786431,0.97240525,0.97236043,0.9746198,0.98326916,0.9966099,1.0129949,1.0731126,1.0799296,0.95637286,0.9539152,0.9808437,0.9889435,0.99899596,1.0011567,0.9292836,0.9323169,0.841573,0.8391706
