prototype,prototype_label,prototype_rank,x_center,bar_width,cid,similarity,similarity_column,assigned_prototype,assigned_prototype_label,max_prototype_similarity
4,NP4,30,29,0.72,18329245,-0.1734486222267151,sim_to_NP4,6,NP6,0.806633472442627
4,NP4,31,30,0.72,4121732,-0.17433981597423553,sim_to_NP4,6,NP6,0.7967953681945801
4,NP4,32,31,0.72,15520532,-0.175447016954422,sim_to_NP4,6,NP6,0.8046156764030457
4,NP4,33,32,0.72,11050988,-0.17692624032497406,sim_to_NP4,6,NP6,0.8198520541191101
4,NP4,34,33,0.72,11115716,-0.17706726491451263,sim_to_NP4,6,NP6,0.8066542744636536
4,NP4,35,34,0.72,12418354,-0.17710021138191223,sim_to_NP4,1,NP1,0.797303318977356
4,NP4,36,35,0.72,4438527,-0.17787835001945496,sim_to_NP4,6,NP6,0.8084468841552734
4,NP4,37,36,0.72,10959856,-0.17849695682525635,sim_to_NP4,6,NP6,0.8088399171829224
4,NP4,38,37,0.72,12159360,-0.1790296882390976,sim_to_NP4,6,NP6,0.8109763860702515
4,NP4,39,38,0.72,582056,-0.18029744923114777,sim_to_NP4,6,NP6,0.8100593686103821
4,NP4,40,39,0.72,71428744,-0.18096210062503815,sim_to_NP4,6,NP6,0.8082640171051025
4,NP4,41,40,0.72,11327649,-0.18211616575717926,sim_to_NP4,6,NP6,0.8051684498786926
4,NP4,42,41,0.72,10876447,-0.18368998169898987,sim_to_NP4,6,NP6,0.8165456056594849
4,NP4,43,42,0.72,71350376,-0.18767742812633514,sim_to_NP4,6,NP6,0.8039409518241882
4,NP4,44,43,0.72,4072412,-0.18781986832618713,sim_to_NP4,6,NP6,0.7814565300941467
4,NP4,45,44,0.72,71386315,-0.19105634093284607,sim_to_NP4,5,NP5,0.7300816178321838
4,NP4,46,45,0.72,58489416,-0.19844157993793488,sim_to_NP4,3,NP3,0.7882561683654785
4,NP4,47,46,0.72,22722373,-0.20372635126113892,sim_to_NP4,6,NP6,0.7892118096351624
4,NP4,48,47,0.72,58050304,-0.21046406030654907,sim_to_NP4,3,NP3,0.7838299870491028
4,NP4,49,48,0.72,71334465,-0.21061107516288757,sim_to_NP4,5,NP5,0.7374493479728699
4,NP4,50,49,0.72,25112575,-0.21114212274551392,sim_to_NP4,3,NP3,0.7904896140098572
4,NP4,51,50,0.72,108841,-0.23436632752418518,sim_to_NP4,5,NP5,0.7489742040634155
4,NP4,52,51,0.72,71384846,-0.24363748729228973,sim_to_NP4,5,NP5,0.7469909191131592
4,NP4,53,52,0.72,71384845,-0.24379807710647583,sim_to_NP4,5,NP5,0.7499092221260071
4,NP4,54,53,0.72,13789232,-0.24568629264831543,sim_to_NP4,1,NP1,0.8051366806030273
4,NP4,55,54,0.72,17177,-0.24665337800979614,sim_to_NP4,5,NP5,0.7240414023399353
4,NP4,56,55,0.72,15877487,-0.24727165699005127,sim_to_NP4,1,NP1,0.7923678755760193
4,NP4,57,56,0.72,21425,-0.26297250390052795,sim_to_NP4,5,NP5,0.7137600779533386
4,NP4,58,57,0.72,219443,-0.28059810400009155,sim_to_NP4,5,NP5,0.7481650114059448
4,NP4,59,58,0.72,21424,-0.29126396775245667,sim_to_NP4,5,NP5,0.740737795829773
4,NP4,60,59,0.72,13680388,-0.2999753952026367,sim_to_NP4,5,NP5,0.7400968074798584
4,NP4,61,60,0.72,71346374,-0.307953804731369,sim_to_NP4,5,NP5,0.7494205236434937
4,NP4,62,61,0.72,122587,-0.3171079754829407,sim_to_NP4,5,NP5,0.749528169631958
5,NP5,1,0,0.72,71384845,0.7499092221260071,sim_to_NP5,5,NP5,0.7499092221260071
5,NP5,2,1,0.72,122587,0.749528169631958,sim_to_NP5,5,NP5,0.749528169631958
5,NP5,3,2,0.72,71346374,0.7494205236434937,sim_to_NP5,5,NP5,0.7494205236434937
5,NP5,4,3,0.72,108841,0.7489742040634155,sim_to_NP5,5,NP5,0.7489742040634155
5,NP5,5,4,0.72,219443,0.7481650114059448,sim_to_NP5,5,NP5,0.7481650114059448
5,NP5,6,5,0.72,71384846,0.7469909191131592,sim_to_NP5,5,NP5,0.7469909191131592
5,NP5,7,6,0.72,21424,0.740737795829773,sim_to_NP5,5,NP5,0.740737795829773
5,NP5,8,7,0.72,13680388,0.7400968074798584,sim_to_NP5,5,NP5,0.7400968074798584
5,NP5,9,8,0.72,71334465,0.7374493479728699,sim_to_NP5,5,NP5,0.7374493479728699
5,NP5,10,9,0.72,352104,0.7332116961479187,sim_to_NP5,5,NP5,0.7332116961479187
5,NP5,11,10,0.72,71386315,0.7300816178321838,sim_to_NP5,5,NP5,0.7300816178321838
5,NP5,12,11,0.72,17177,0.7240414023399353,sim_to_NP5,5,NP5,0.7240414023399353
5,NP5,13,12,0.72,21425,0.7137600779533386,sim_to_NP5,5,NP5,0.7137600779533386
5,NP5,14,13,0.72,4121732,0.14996330440044403,sim_to_NP5,6,NP6,0.7967953681945801
5,NP5,15,14,0.72,4072412,0.12448333948850632,sim_to_NP5,6,NP6,0.7814565300941467
5,NP5,16,15,0.72,11050988,0.11827585101127625,sim_to_NP5,6,NP6,0.8198520541191101
5,NP5,17,16,0.72,10876447,0.11374641209840775,sim_to_NP5,6,NP6,0.8165456056594849
5,NP5,18,17,0.72,12159360,0.1009838879108429,sim_to_NP5,6,NP6,0.8109763860702515
5,NP5,19,18,0.72,582056,0.09993820637464523,sim_to_NP5,6,NP6,0.8100593686103821
5,NP5,20,19,0.72,10959856,0.09717193990945816,sim_to_NP5,6,NP6,0.8088399171829224
5,NP5,21,20,0.72,71428744,0.09661711007356644,sim_to_NP5,6,NP6,0.8082640171051025
5,NP5,22,21,0.72,4438527,0.09586863964796066,sim_to_NP5,6,NP6,0.8084468841552734
5,NP5,23,22,0.72,71420187,0.09538452327251434,sim_to_NP5,6,NP6,0.8070154786109924
5,NP5,24,23,0.72,11115716,0.09229511767625809,sim_to_NP5,6,NP6,0.8066542744636536
5,NP5,25,24,0.72,71350376,0.09175748378038406,sim_to_NP5,6,NP6,0.8039409518241882
5,NP5,26,25,0.72,11327649,0.09153542667627335,sim_to_NP5,6,NP6,0.8051684498786926
5,NP5,27,26,0.72,18329245,0.09128611534833908,sim_to_NP5,6,NP6,0.806633472442627
5,NP5,28,27,0.72,11727684,0.0891280472278595,sim_to_NP5,6,NP6,0.8056676983833313
5,NP5,29,28,0.72,15520532,0.08812503516674042,sim_to_NP5,6,NP6,0.8046156764030457
5,NP5,30,29,0.72,71447200,0.08805933594703674,sim_to_NP5,6,NP6,0.8052476048469543
5,NP5,31,30,0.72,15605783,0.08698342740535736,sim_to_NP5,6,NP6,0.8044784069061279
5,NP5,32,31,0.72,2736203,0.08348345756530762,sim_to_NP5,6,NP6,0.804841160774231
5,NP5,33,32,0.72,54472851,0.08309265226125717,sim_to_NP5,6,NP6,0.8043332099914551
5,NP5,34,33,0.72,75360847,0.08082770556211472,sim_to_NP5,6,NP6,0.8046560287475586
5,NP5,35,34,0.72,12626668,0.07818175852298737,sim_to_NP5,6,NP6,0.8006173372268677
5,NP5,36,35,0.72,52915087,0.076677605509758,sim_to_NP5,6,NP6,0.8018889427185059
5,NP5,37,36,0.72,22722373,0.07589644938707352,sim_to_NP5,6,NP6,0.7892118096351624
5,NP5,38,37,0.72,15887311,0.07226531207561493,sim_to_NP5,6,NP6,0.7973729968070984
5,NP5,39,38,0.72,18373965,0.06691978126764297,sim_to_NP5,6,NP6,0.7956426739692688
5,NP5,40,39,0.72,3599767,0.05590105801820755,sim_to_NP5,6,NP6,0.7924919128417969
5,NP5,41,40,0.72,144241,0.04945046827197075,sim_to_NP5,6,NP6,0.7848109602928162
5,NP5,42,41,0.72,425307,-0.20729181170463562,sim_to_NP5,1,NP1,0.8049940466880798
5,NP5,43,42,0.72,517955,-0.21555207669734955,sim_to_NP5,1,NP1,0.8028914332389832
5,NP5,44,43,0.72,58050304,-0.22234566509723663,sim_to_NP5,3,NP3,0.7838299870491028
5,NP5,45,44,0.72,25112575,-0.23087330162525177,sim_to_NP5,3,NP3,0.7904896140098572
5,NP5,46,45,0.72,58489416,-0.24217353761196136,sim_to_NP5,3,NP3,0.7882561683654785
5,NP5,47,46,0.72,12418354,-0.2500353157520294,sim_to_NP5,1,NP1,0.797303318977356
5,NP5,48,47,0.72,25068199,-0.2524346709251404,sim_to_NP5,1,NP1,0.8071501851081848
5,NP5,49,48,0.72,57041839,-0.2550087571144104,sim_to_NP5,1,NP1,0.8060087561607361
5,NP5,50,49,0.72,23115783,-0.25805914402008057,sim_to_NP5,3,NP3,0.8070676326751709
5,NP5,51,50,0.72,11090867,-0.2604590952396393,sim_to_NP5,1,NP1,0.8114612698554993
5,NP5,52,51,0.72,138247,-0.2626628577709198,sim_to_NP5,1,NP1,0.8198220133781433
5,NP5,53,52,0.72,71390453,-0.2667103707790375,sim_to_NP5,1,NP1,0.8121702075004578
5,NP5,54,53,0.72,15158954,-0.2766144871711731,sim_to_NP5,2,NP2,0.8277093172073364
5,NP5,55,54,0.72,11522786,-0.2810226082801819,sim_to_NP5,2,NP2,0.832434356212616
5,NP5,56,55,0.72,78020,-0.28405073285102844,sim_to_NP5,1,NP1,0.814348578453064
5,NP5,57,56,0.72,68979,-0.2886374592781067,sim_to_NP5,1,NP1,0.821772038936615
5,NP5,58,57,0.72,66709077,-0.29089978337287903,sim_to_NP5,2,NP2,0.8216898441314697
5,NP5,59,58,0.72,22338812,-0.2988556921482086,sim_to_NP5,1,NP1,0.8051332235336304
5,NP5,60,59,0.72,22663171,-0.33814746141433716,sim_to_NP5,2,NP2,0.8276228308677673
5,NP5,61,60,0.72,15877487,-0.38584572076797485,sim_to_NP5,1,NP1,0.7923678755760193
5,NP5,62,61,0.72,13789232,-0.4369238018989563,sim_to_NP5,1,NP1,0.8051366806030273
6,NP6,1,0,0.72,11050988,0.8198520541191101,sim_to_NP6,6,NP6,0.8198520541191101
6,NP6,2,1,0.72,10876447,0.8165456056594849,sim_to_NP6,6,NP6,0.8165456056594849
6,NP6,3,2,0.72,12159360,0.8109763860702515,sim_to_NP6,6,NP6,0.8109763860702515
6,NP6,4,3,0.72,582056,0.8100593686103821,sim_to_NP6,6,NP6,0.8100593686103821
6,NP6,5,4,0.72,10959856,0.8088399171829224,sim_to_NP6,6,NP6,0.8088399171829224
6,NP6,6,5,0.72,4438527,0.8084468841552734,sim_to_NP6,6,NP6,0.8084468841552734
6,NP6,7,6,0.72,71428744,0.8082640171051025,sim_to_NP6,6,NP6,0.8082640171051025
6,NP6,8,7,0.72,71420187,0.8070154786109924,sim_to_NP6,6,NP6,0.8070154786109924
6,NP6,9,8,0.72,11115716,0.8066542744636536,sim_to_NP6,6,NP6,0.8066542744636536
6,NP6,10,9,0.72,18329245,0.806633472442627,sim_to_NP6,6,NP6,0.806633472442627
6,NP6,11,10,0.72,11727684,0.8056676983833313,sim_to_NP6,6,NP6,0.8056676983833313
6,NP6,12,11,0.72,71447200,0.8052476048469543,sim_to_NP6,6,NP6,0.8052476048469543
6,NP6,13,12,0.72,11327649,0.8051684498786926,sim_to_NP6,6,NP6,0.8051684498786926
6,NP6,14,13,0.72,2736203,0.804841160774231,sim_to_NP6,6,NP6,0.804841160774231
6,NP6,15,14,0.72,75360847,0.8046560287475586,sim_to_NP6,6,NP6,0.8046560287475586
6,NP6,16,15,0.72,15520532,0.8046156764030457,sim_to_NP6,6,NP6,0.8046156764030457
6,NP6,17,16,0.72,15605783,0.8044784069061279,sim_to_NP6,6,NP6,0.8044784069061279
6,NP6,18,17,0.72,54472851,0.8043332099914551,sim_to_NP6,6,NP6,0.8043332099914551
6,NP6,19,18,0.72,71350376,0.8039409518241882,sim_to_NP6,6,NP6,0.8039409518241882
6,NP6,20,19,0.72,52915087,0.8018889427185059,sim_to_NP6,6,NP6,0.8018889427185059
6,NP6,21,20,0.72,12626668,0.8006173372268677,sim_to_NP6,6,NP6,0.8006173372268677
6,NP6,22,21,0.72,15887311,0.7973729968070984,sim_to_NP6,6,NP6,0.7973729968070984
6,NP6,23,22,0.72,4121732,0.7967953681945801,sim_to_NP6,6,NP6,0.7967953681945801
6,NP6,24,23,0.72,18373965,0.7956426739692688,sim_to_NP6,6,NP6,0.7956426739692688
6,NP6,25,24,0.72,3599767,0.7924919128417969,sim_to_NP6,6,NP6,0.7924919128417969
6,NP6,26,25,0.72,22722373,0.7892118096351624,sim_to_NP6,6,NP6,0.7892118096351624
6,NP6,27,26,0.72,144241,0.7848109602928162,sim_to_NP6,6,NP6,0.7848109602928162
6,NP6,28,27,0.72,4072412,0.7814565300941467,sim_to_NP6,6,NP6,0.7814565300941467
6,NP6,29,28,0.72,71346374,0.0683160349726677,sim_to_NP6,5,NP5,0.7494205236434937
6,NP6,30,29,0.72,122587,0.06355937570333481,sim_to_NP6,5,NP5,0.749528169631958
6,NP6,31,30,0.72,219443,0.042253490537405014,sim_to_NP6,5,NP5,0.7481650114059448
6,NP6,32,31,0.72,13680388,0.03884885460138321,sim_to_NP6,5,NP5,0.7400968074798584
6,NP6,33,32,0.72,21424,0.03744398429989815,sim_to_NP6,5,NP5,0.740737795829773
6,NP6,34,33,0.72,108841,0.03631145507097244,sim_to_NP6,5,NP5,0.7489742040634155
6,NP6,35,34,0.72,71384845,0.027352191507816315,sim_to_NP6,5,NP5,0.7499092221260071
6,NP6,36,35,0.72,71384846,0.027079373598098755,sim_to_NP6,5,NP5,0.7469909191131592
6,NP6,37,36,0.72,71334465,0.02047661505639553,sim_to_NP6,5,NP5,0.7374493479728699
6,NP6,38,37,0.72,352104,0.0202689990401268,sim_to_NP6,5,NP5,0.7332116961479187
6,NP6,39,38,0.72,21425,0.016143305227160454,sim_to_NP6,5,NP5,0.7137600779533386
6,NP6,40,39,0.72,71386315,0.005105559714138508,sim_to_NP6,5,NP5,0.7300816178321838
6,NP6,41,40,0.72,17177,-0.00904184952378273,sim_to_NP6,5,NP5,0.7240414023399353
6,NP6,42,41,0.72,22338812,-0.07069982588291168,sim_to_NP6,1,NP1,0.8051332235336304
6,NP6,43,42,0.72,78020,-0.0844818651676178,sim_to_NP6,1,NP1,0.814348578453064
6,NP6,44,43,0.72,66709077,-0.09084627777338028,sim_to_NP6,2,NP2,0.8216898441314697
6,NP6,45,44,0.72,25068199,-0.10303772240877151,sim_to_NP6,1,NP1,0.8071501851081848
6,NP6,46,45,0.72,11090867,-0.11270222067832947,sim_to_NP6,1,NP1,0.8114612698554993
6,NP6,47,46,0.72,68979,-0.11572291702032089,sim_to_NP6,1,NP1,0.821772038936615
6,NP6,48,47,0.72,138247,-0.12322268635034561,sim_to_NP6,1,NP1,0.8198220133781433
6,NP6,49,48,0.72,22663171,-0.13210508227348328,sim_to_NP6,2,NP2,0.8276228308677673
6,NP6,50,49,0.72,425307,-0.13484413921833038,sim_to_NP6,1,NP1,0.8049940466880798
6,NP6,51,50,0.72,15158954,-0.14163163304328918,sim_to_NP6,2,NP2,0.8277093172073364
6,NP6,52,51,0.72,517955,-0.16816608607769012,sim_to_NP6,1,NP1,0.8028914332389832
6,NP6,53,52,0.72,11522786,-0.17264874279499054,sim_to_NP6,2,NP2,0.832434356212616
6,NP6,54,53,0.72,58489416,-0.18267063796520233,sim_to_NP6,3,NP3,0.7882561683654785
6,NP6,55,54,0.72,71390453,-0.18502789735794067,sim_to_NP6,1,NP1,0.8121702075004578
6,NP6,56,55,0.72,57041839,-0.1917629987001419,sim_to_NP6,1,NP1,0.8060087561607361
6,NP6,57,56,0.72,58050304,-0.20162728428840637,sim_to_NP6,3,NP3,0.7838299870491028
6,NP6,58,57,0.72,25112575,-0.20171107351779938,sim_to_NP6,3,NP3,0.7904896140098572
6,NP6,59,58,0.72,23115783,-0.21059298515319824,sim_to_NP6,3,NP3,0.8070676326751709
6,NP6,60,59,0.72,12418354,-0.22757212817668915,sim_to_NP6,1,NP1,0.797303318977356
6,NP6,61,60,0.72,13789232,-0.2919885218143463,sim_to_NP6,1,NP1,0.8051366806030273
6,NP6,62,61,0.72,15877487,-0.3205638825893402,sim_to_NP6,1,NP1,0.7923678755760193
7,NP7,1,0,0.72,13789232,0.20956924557685852,sim_to_NP7,1,NP1,0.8051366806030273
7,NP7,2,1,0.72,15877487,0.15195423364639282,sim_to_NP7,1,NP1,0.7923678755760193
7,NP7,3,2,0.72,12418354,0.03355933725833893,sim_to_NP7,1,NP1,0.797303318977356
7,NP7,4,3,0.72,71390453,0.01178972888737917,sim_to_NP7,1,NP1,0.8121702075004578
7,NP7,5,4,0.72,57041839,0.005944225937128067,sim_to_NP7,1,NP1,0.8060087561607361
7,NP7,6,5,0.72,58050304,-0.013829723931849003,sim_to_NP7,3,NP3,0.7838299870491028
7,NP7,7,6,0.72,25112575,-0.017447713762521744,sim_to_NP7,3,NP3,0.7904896140098572
7,NP7,8,7,0.72,58489416,-0.017572129145264626,sim_to_NP7,3,NP3,0.7882561683654785
7,NP7,9,8,0.72,11522786,-0.01836284063756466,sim_to_NP7,2,NP2,0.832434356212616
7,NP7,10,9,0.72,23115783,-0.01940210349857807,sim_to_NP7,3,NP3,0.8070676326751709
7,NP7,11,10,0.72,517955,-0.03558243438601494,sim_to_NP7,1,NP1,0.8028914332389832
7,NP7,12,11,0.72,22663171,-0.03584137558937073,sim_to_NP7,2,NP2,0.8276228308677673
7,NP7,13,12,0.72,68979,-0.0359131321310997,sim_to_NP7,1,NP1,0.821772038936615
7,NP7,14,13,0.72,15158954,-0.036147672683000565,sim_to_NP7,2,NP2,0.8277093172073364
7,NP7,15,14,0.72,22338812,-0.0370187871158123,sim_to_NP7,1,NP1,0.8051332235336304
7,NP7,16,15,0.72,11090867,-0.04033680632710457,sim_to_NP7,1,NP1,0.8114612698554993
7,NP7,17,16,0.72,425307,-0.04418634995818138,sim_to_NP7,1,NP1,0.8049940466880798
7,NP7,18,17,0.72,138247,-0.044369474053382874,sim_to_NP7,1,NP1,0.8198220133781433
7,NP7,19,18,0.72,78020,-0.047872867435216904,sim_to_NP7,1,NP1,0.814348578453064
7,NP7,20,19,0.72,25068199,-0.061016663908958435,sim_to_NP7,1,NP1,0.8071501851081848
7,NP7,21,20,0.72,66709077,-0.06171835958957672,sim_to_NP7,2,NP2,0.8216898441314697
7,NP7,22,21,0.72,17177,-0.183099627494812,sim_to_NP7,5,NP5,0.7240414023399353
7,NP7,23,22,0.72,21425,-0.1875191181898117,sim_to_NP7,5,NP5,0.7137600779533386
7,NP7,24,23,0.72,13680388,-0.19437065720558167,sim_to_NP7,5,NP5,0.7400968074798584
7,NP7,25,24,0.72,71386315,-0.19521044194698334,sim_to_NP7,5,NP5,0.7300816178321838
7,NP7,26,25,0.72,71334465,-0.2033480405807495,sim_to_NP7,5,NP5,0.7374493479728699
7,NP7,27,26,0.72,21424,-0.20572179555892944,sim_to_NP7,5,NP5,0.740737795829773
7,NP7,28,27,0.72,71384846,-0.20607027411460876,sim_to_NP7,5,NP5,0.7469909191131592
7,NP7,29,28,0.72,219443,-0.21006974577903748,sim_to_NP7,5,NP5,0.7481650114059448
7,NP7,30,29,0.72,71384845,-0.21080099046230316,sim_to_NP7,5,NP5,0.7499092221260071
7,NP7,31,30,0.72,352104,-0.21376672387123108,sim_to_NP7,5,NP5,0.7332116961479187
7,NP7,32,31,0.72,108841,-0.2139395922422409,sim_to_NP7,5,NP5,0.7489742040634155
7,NP7,33,32,0.72,122587,-0.21907532215118408,sim_to_NP7,5,NP5,0.749528169631958
7,NP7,34,33,0.72,71346374,-0.2298300564289093,sim_to_NP7,5,NP5,0.7494205236434937
7,NP7,35,34,0.72,22722373,-0.2825981676578522,sim_to_NP7,6,NP6,0.7892118096351624
7,NP7,36,35,0.72,71420187,-0.30451443791389465,sim_to_NP7,6,NP6,0.8070154786109924
7,NP7,37,36,0.72,71350376,-0.3055129647254944,sim_to_NP7,6,NP6,0.8039409518241882
7,NP7,38,37,0.72,15887311,-0.30565232038497925,sim_to_NP7,6,NP6,0.7973729968070984
7,NP7,39,38,0.72,18373965,-0.3086215853691101,sim_to_NP7,6,NP6,0.7956426739692688
7,NP7,40,39,0.72,12626668,-0.3090799152851105,sim_to_NP7,6,NP6,0.8006173372268677
7,NP7,41,40,0.72,11327649,-0.30952101945877075,sim_to_NP7,6,NP6,0.8051684498786926
7,NP7,42,41,0.72,15520532,-0.31080663204193115,sim_to_NP7,6,NP6,0.8046156764030457
7,NP7,43,42,0.72,71447200,-0.3110802173614502,sim_to_NP7,6,NP6,0.8052476048469543
7,NP7,44,43,0.72,18329245,-0.31134819984436035,sim_to_NP7,6,NP6,0.806633472442627
7,NP7,45,44,0.72,144241,-0.3124605119228363,sim_to_NP7,6,NP6,0.7848109602928162
7,NP7,46,45,0.72,71428744,-0.3126797676086426,sim_to_NP7,6,NP6,0.8082640171051025
7,NP7,47,46,0.72,11115716,-0.3129911720752716,sim_to_NP7,6,NP6,0.8066542744636536
7,NP7,48,47,0.72,10959856,-0.31301000714302063,sim_to_NP7,6,NP6,0.8088399171829224
7,NP7,49,48,0.72,15605783,-0.3133850395679474,sim_to_NP7,6,NP6,0.8044784069061279
7,NP7,50,49,0.72,11727684,-0.3139742314815521,sim_to_NP7,6,NP6,0.8056676983833313
7,NP7,51,50,0.72,4438527,-0.3150615990161896,sim_to_NP7,6,NP6,0.8084468841552734
7,NP7,52,51,0.72,582056,-0.3153005838394165,sim_to_NP7,6,NP6,0.8100593686103821
7,NP7,53,52,0.72,54472851,-0.31543827056884766,sim_to_NP7,6,NP6,0.8043332099914551
7,NP7,54,53,0.72,3599767,-0.31795021891593933,sim_to_NP7,6,NP6,0.7924919128417969
7,NP7,55,54,0.72,12159360,-0.3186142146587372,sim_to_NP7,6,NP6,0.8109763860702515
7,NP7,56,55,0.72,75360847,-0.3221203684806824,sim_to_NP7,6,NP6,0.8046560287475586
7,NP7,57,56,0.72,2736203,-0.3232261836528778,sim_to_NP7,6,NP6,0.804841160774231
7,NP7,58,57,0.72,10876447,-0.32341447472572327,sim_to_NP7,6,NP6,0.8165456056594849
7,NP7,59,58,0.72,52915087,-0.32630085945129395,sim_to_NP7,6,NP6,0.8018889427185059
7,NP7,60,59,0.72,11050988,-0.33038878440856934,sim_to_NP7,6,NP6,0.8198520541191101
7,NP7,61,60,0.72,4072412,-0.37798064947128296,sim_to_NP7,6,NP6,0.7814565300941467
7,NP7,62,61,0.72,4121732,-0.3874720335006714,sim_to_NP7,6,NP6,0.7967953681945801
